update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,128,243.849234960491,0,0.1842392086982727,0.7135553870068428,0.0,2.9478273391723633,0.5,1.9364916731037085,0.0,8.0,-0.18893888592720032,0.04014082998037338,1.0,1.914137363433838,-0.2143496423959732,-1.4827386140823364,8.323319435119629,tensor(4.2837),0.1842392086982727,0.7135553870068428,0.0,2.9478273391723633
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,256,521.9306472232349,0,0.6807702779769897,2.006077478343357,0.0,7.944497108459473,1.1875,3.1862742741327215,0.0,11.0,-0.19556888937950134,0.05011103302240372,1.0,1.8584564924240112,-2.015486240386963,-0.8473316431045532,10.299410820007324,tensor(5.6344),0.6807702779769897,2.006077478343357,0.0,7.944497108459473
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,384,597.5370567618615,0,1.1222371757030487,2.519259234491219,0.0,7.944497108459473,2.375,5.337075510052299,0.0,19.0,-0.15254199504852295,0.06574853509664536,1.0,1.832175612449646,-2.2198736667633057,-1.9904698133468628,19.43870735168457,tensor(10.5634),1.1222371757030487,2.519259234491219,0.0,7.944497108459473
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,512,645.9304561461767,1,0.33214905858039856,4.324680246526509,-12.551607131958008,7.944497108459473,7.625,11.112352361223973,0.0,30.0,-0.40056926012039185,0.07690700888633728,1.0,1.770399808883667,-3.7620341777801514,-2.005232572555542,13.501237869262695,tensor(10.4094),0.33214905858039856,4.324680246526509,-12.551607131958008,7.944497108459473
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,640,546.62432991874,1,-0.7148344162851572,7.5250401286182464,-17.27492332458496,14.404231071472168,19.1875,13.220338261557455,3.0,38.0,-0.3994986116886139,0.1005895733833313,2.875,1.4364248514175415,-5.708198070526123,-0.7474836707115173,21.712684631347656,tensor(15.6168),-0.7148344162851572,7.5250401286182464,-17.27492332458496,14.404231071472168
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,768,608.6957988757395,1,-2.4152827505712158,7.846966032518061,-36.24190139770508,0.48770448565483093,8.11111111111111,12.01336704068934,3.0,42.0,-0.3315656781196594,0.09581995010375977,6.375,0.7374315857887268,-3.3608956336975098,-1.574268102645874,13.111332893371582,tensor(18.2999),-2.4152827505712158,7.846966032518061,-36.24190139770508,0.48770448565483093
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,896,620.3745698510974,1,-4.718161379652364,13.878002737912126,-62.21499252319336,6.4878692626953125,8.714285714285714,13.894647332328946,3.0,53.0,-0.23035818338394165,0.11215506494045258,7.0,0.6838142275810242,-0.09010055661201477,-0.12294207513332367,4.125626087188721,tensor(7.3177),-4.718161379652364,13.878002737912126,-62.21499252319336,6.4878692626953125
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,1024,741.0267441090082,2,-1.973129532955311,1.3342933156104242,-5.86320686340332,0.9891133308410645,3.8518518518518516,1.5800540005704846,3.0,9.0,-0.677011251449585,0.12543976306915283,7.0,0.7773830890655518,-2.1596739292144775,-1.0161287784576416,6.0755157470703125,tensor(6.9014),-1.973129532955311,1.3342933156104242,-5.86320686340332,0.9891133308410645
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,1152,681.1302020030297,2,-4.5081186050023785,9.674772468949834,-64.05101013183594,-2.2942659854888916,5.17948717948718,10.551149639322437,3.0,69.0,-0.9629054069519043,0.1376551389694214,7.0,0.4322435259819031,-3.5459675788879395,-0.4746631383895874,4.610654354095459,tensor(9.5685),-4.5081186050023785,9.674772468949834,-64.05101013183594,-2.2942659854888916
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,1280,646.417315145816,2,-5.070049968925682,3.8503225935957914,-26.466218948364258,-3.3742856979370117,4.0,4.093501771925445,3.0,28.0,-1.375806450843811,0.16358010470867157,7.0,0.3792850971221924,-2.0461416244506836,-1.1958296298980713,4.515838623046875,tensor(12.7352),-5.070049968925682,3.8503225935957914,-26.466218948364258,-3.3742856979370117
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
11,1408,594.153224360606,2,-4.788061368159759,0.8920267576997088,-8.525097846984863,-3.0912363529205322,3.2564102564102564,0.9259215428342452,3.0,8.0,-1.4963711500167847,0.1753646582365036,7.0,0.24712124466896057,-3.276625394821167,-0.11659575998783112,1.7772276401519775,tensor(2.6494),-4.788061368159759,0.8920267576997088,-8.525097846984863,-3.0912363529205322
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
12,1536,632.3046533265808,2,-5.47885274887085,0.9579828117440796,-10.880701065063477,-3.7035927772521973,3.119047619047619,0.4977272609611159,3.0,6.0,-1.8180296421051025,0.19738967716693878,7.0,0.20961147546768188,-4.268158912658691,-0.5252455472946167,3.306441307067871,tensor(1.8236),-5.47885274887085,0.9579828117440796,-10.880701065063477,-3.7035927772521973
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
13,1664,597.301054261772,3,-6.06715202331543,0.6846216612726005,-10.333459854125977,-5.66037654876709,3.0238095238095237,0.15245533898649638,3.0,4.0,-1.9996955394744873,0.21772775053977966,7.0,0.07143482565879822,-3.597733736038208,-0.008174631744623184,2.374471426010132,tensor(6.8518),-6.06715202331543,0.6846216612726005,-10.333459854125977,-5.66037654876709
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
14,1792,625.7141931415957,3,-6.440868732541106,0.14037514283179772,-6.7027692794799805,-6.1676130294799805,3.0,0.0,3.0,3.0,-2.1692192554473877,0.23963020741939545,7.0,0.0728779286146164,-4.572723865509033,-0.0029155679512768984,2.5441322326660156,tensor(1.8214),-6.440868732541106,0.14037514283179772,-6.7027692794799805,-6.1676130294799805
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
15,1920,517.5831749842133,3,-6.836666754313877,0.09548171919434756,-7.036603927612305,-6.6370954513549805,3.0,0.0,3.0,3.0,-2.3215746879577637,0.26320913434028625,7.0,0.07513707131147385,-5.350442409515381,-0.4808858633041382,3.9086265563964844,tensor(2.4201),-6.836666754313877,0.09548171919434756,-7.036603927612305,-6.6370954513549805
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
16,2048,757.1287512974412,3,-7.4062650090172175,1.7285370712760215,-15.994894027709961,-6.833282470703125,3.0476190476190474,0.2129588549999799,3.0,4.0,-2.3699774742126465,0.28660669922828674,7.0,0.04932639002799988,-4.409217834472656,-0.5827328562736511,3.470649003982544,tensor(7.4539),-7.4062650090172175,1.7285370712760215,-15.994894027709961,-6.833282470703125
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
17,2176,645.3962231035274,3,-7.611648142337799,1.8641899303571325,-17.662498474121094,-7.069817543029785,3.15,0.792148975887743,3.0,8.0,-2.429971694946289,0.3095341920852661,7.0,0.040995512157678604,-5.321169376373291,-0.7318389415740967,3.984795570373535,tensor(2.5422),-7.611648142337799,1.8641899303571325,-17.662498474121094,-7.069817543029785
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
18,2304,484.8630469906427,4,-7.154415965080261,0.06214954231427272,-7.272915840148926,-7.02180290222168,3.0,0.0,3.0,3.0,-2.4051530361175537,0.32910555601119995,7.0,0.028152789920568466,-5.800859451293945,0.001341385766863823,2.9713618755340576,tensor(6.2011),-7.154415965080261,0.06214954231427272,-7.272915840148926,-7.02180290222168
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
19,2432,680.0586131068798,4,-6.938865542411804,0.11189496418830099,-7.147663116455078,-6.72524356842041,3.0,0.0,3.0,3.0,-2.3238630294799805,0.340040922164917,7.0,0.027753731235861778,-4.721508026123047,-0.2770574390888214,2.0696280002593994,tensor(3.7519),-6.938865542411804,0.11189496418830099,-7.147663116455078,-6.72524356842041
