update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,128,1396.7700368919207,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.14313560724258423,0.034095827490091324,1.0,1.917012095451355,-0.10504885762929916,-1.7034262418746948,2.8176259994506836,tensor(3.1209),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,256,1907.1926336954436,0,0.0,0.0,0,0,0.0,0.0,0,0,0.3585668206214905,0.04479887709021568,2.0,0.6725984811782837,-3.309368133544922,0.4075019061565399,2.7280526161193848,tensor(10.1311),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,384,1925.0688888570157,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.08033138513565063,0.043671902269124985,2.0,0.7414302825927734,-0.8158712387084961,-0.6546313166618347,0.6574232578277588,tensor(2.1639),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,512,1930.7458426836988,0,0.0,0.0,0,0,0.0,0.0,0,0,0.06059722229838371,0.04701526463031769,2.0,0.036779019981622696,-2.314279556274414,0.0009662674856372178,0.5187816619873047,tensor(2.1447),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,640,1917.2249334880814,0,0.0,0.0,0,0,0.0,0.0,0,0,0.03306882083415985,0.04673571139574051,2.0,0.03884110972285271,-0.7786051034927368,0.00042701425263658166,0.6553516983985901,tensor(1.1511),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,768,1936.107207512604,0,0.0,0.0,0,0,0.0,0.0,0,0,0.014586254954338074,0.04661373421549797,2.0,0.039390262216329575,0.5324864387512207,-0.00011693377018673345,0.5195423364639282,tensor(0.1715),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,896,1939.226261341964,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.023875189945101738,0.04657571017742157,2.0,0.05430998653173447,0.2381572723388672,-0.03715904429554939,0.3484450578689575,tensor(1.3179),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,1024,1866.2411123663858,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.015268206596374512,0.046759724617004395,2.0,0.05433241277933121,-1.1034693717956543,-0.00019891627016477287,0.9497908353805542,tensor(0.2724),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,1152,1908.3586728564014,0,0.0,0.0,0,0,0.0,0.0,0,0,0.04827257990837097,0.04649709537625313,2.0,0.05368754640221596,-0.6993662714958191,0.0030763689428567886,0.7150924801826477,tensor(1.6170),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,1280,1928.4502667073762,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.058616358786821365,0.04672161862254143,2.0,0.03913484513759613,0.3954077363014221,-0.0013826533686369658,0.684735119342804,tensor(2.4281),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
11,1408,1919.8507806409623,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.05211219936609268,0.046642035245895386,2.0,0.05725956708192825,-0.5178527235984802,-0.0014340740162879229,0.7993820905685425,tensor(1.0960),0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,intrinsic_rewards,uncertainties,novel_states_visited,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
12,1536,1921.135467248752,0,0.0,0.0,0,0,0.0,0.0,0,0,-0.05944110453128815,0.04690946638584137,2.0,0.08490743488073349,-1.2737746238708496,-0.0025597019121050835,0.5413878560066223,tensor(1.2706),0.0,0.0,0,0
